Family,Subfamily,Tribe,Genus,animal,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Inherent_Constraints_Scale,Conditional_Constraints_Scale,Constraints_Confidence,Constraints_Scale_Notes,Ref.2,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies
Formicidae,Myrmicinae,Pheidolini,Pheidole - synonymous with Pheidole arizonica,Pheidole_obtusospinosa,ant,3,"Huang et al., 2013; Rajakumar et al., 2018",1783,"Huang & Wheeler, 2011",,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_pallidula,ant,2,"Huang et al., 2013; Gordon et al., 2018; Wheeler, 1991",5533.33,"Beckers, 1989; Kaspari & Vargo, 1995; Fjerdingstad & Crozier, 2006",1,"1,18",1,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_pilifera,ant,2,"Holldobler & Wilson, 1990; Rajakumar et al., 2018",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_praeses,ant,2,"Holldobler & Wilson, 1990",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_rhea,ant,3,"Wilson, 1953; Huang et al., 2013; Rajakumar et al., 2018; Gordon et al., 2017",33574,"Huang & Wheeler, 2011","2,52",NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_rugulosa,ant,2,"Holldobler & Wilson, 1990",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_ryukyuensis,ant,2,"Tsuji, 1990; Holldobler & Wilson, 1990",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_soritis,ant,2,"Holldobler & Wilson, 1990",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_spadonia,ant,2,"Huang et al., 2013; Rajakumar et al., 2018",1221,"Huang & Wheeler, 2011","1,04",NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_specularis,ant,2,"Holldobler & Wilson, 1990; Longino, 2019",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_tepicana,ant,3,"Huang et al., 2013",22337,"Huang & Wheeler, 2011",,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_tysoni,ant,2,"Holldobler & Wilson, 1990; Rajakumar et al., 2018",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_umphreyi,ant,2,"Holldobler & Wilson, 1990; Longino, 2019",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_vallicola,ant,2,"Rajakumar et al., 2018",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_vistana,ant,2,"Holldobler & Wilson, 1990",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_xerophila,ant,2,"Huang et al., 2013",,,,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_zeteki,ant,2,"Holldobler & Wilson, 1990",81,"Kaspari & Vargo, 1995",,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Formicinae,Plagiolepidini,Plagiolepis,Plagiolepis_barbara,ant,NA,,,,"1,1","1,2",1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Plagiolepidini,Plagiolepis ,Plagiolepis_pallescens,ant,NA,,,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Plagiolepidini,Plagiolepis,Plagiolepis_pygmaea,ant,1,"Frumhoff & Ward, 1992",1700,"Parr et al., 2017; Jaffe et al., 2012","2,37","23,6",1,3,4,1,"queens inhibit worker egg-laying with pheremonesPassera, L. 1978. Mise en ‚àö¬©vidence d'une ph‚àö¬©romone inhibitrice de la ponte des ouvri‚àö¬Æres chez la Fourmi Plagiolepis pygmaea Latr. (Hym. Formicidae). C. R. Acad. Sc. Paris 286: 1507-1509. ",NA,0,0,0,0,0
Formicidae,Formicinae,Plagiolepidini,Plagiolepis,Plagiolepis_schmitzii,ant,NA,,,,"2,62","1,9",1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_conradti,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",400,"Holldobler & Wilson, 1990",,NA,NA,3,4,1,"no worker eggs when queenright, but some after queen death. No gamergates. Queens are ergatoid. Molet, M. & Peeters, C. 2006. Evolution of wingless reproductives in ants: weakly specialized ergatoid queen instead of gamergates in Platythyrea conradti. Insectes Sociaux 53(2): 177-182.",NA,0,0,0,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_parallela,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Paltothyreus - was Pachycondyla tarsata,Plectroctena_mandibularis,ant,1,"Wilson, 1953",155.5,"Villet, 1990",,1,0,3,4,1,"males when queenless. Peeters, C. P. & Crewe, R. M. 1988. Worker laying in the absence of an ergatoid queen in the ponerine ant genus Plectroctena. South African Journal of Zoology 23(2): 78-80.",NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_badius,ant,2,"Tschinkel, 1998; Smith et al., 2008; Ferster et al., 2006; Traniello & Beshers, 1991",4146.28,"Holldobler & Wilson, 1990; King &Porter, 2007; Smith et al., 2007; Beckers et al., 1989; Behrmann et al., 2010; Holbrook et al., 2007; Tschinkel, 2011; Bertelsmeier et al., 2013","7,23",8,0,3,4,1,"Though workers are capable of producing viable eggs, we found no evidence that they do so in queen-right colonies, suggesting that worker reproduction is controlled via some social mechanism (self restraint, policing, or inhibition). ------ Smith, C. R., Schoenick, C., Anderson, K. E., Gadau, J. & Suarez, A. V. 2007. Potential and realised reproduction by different worker castes in queen-less and queen-right colonies of Pogonomyrmex badius. Insect. Soc. 54: 260-267.",NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_californicus,ant,1,"Smith et al., 2007; Johnson, 2015",4533,"Holldobler & Wilson, 1990; Beckers et al., 1989","5,58",NA,1,NA,NA,NA,"foraging individuals had significantly reduced ovarian activity compared to their nest-biased counterparts, thereby linking changes in the ants� reproductive system to social task performance rather than to age--- foraging individuals had significantly reduced ovarian activity compared to their nest-biased counterparts, thereby linking changes in the ants� reproductive system to social task performance rather than to age",NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_carbonarius,ant,1,"Smith et al., 2007; Johnson, 2015",450,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_coarctatus,ant,3,"Antweb, 2020; Johnson, 2015; Smith et al., 2008",2000,"Antwiki, 2020","8,5",NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_desertorum,ant,1,"Smith et al., 2007; Johnson, 2015",500,"Holldobler & Wilson, 1990",,1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_imberbiculus,ant,1,"Smith et al., 2007; Johnson, 2015",22.86,"Bertelsmeier et al., 2013; Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_inermis,ant,1,"Smith et al., 2007; Johnson, 2015",432.67,"Holbrook et al., 2007; Behrmann et al., 2010","6,49",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_laticeps,ant,1,"Smith et al., 2007; Johnson, 2015",45,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_lobatus,ant,NA,,2000,"Antwiki, 2020",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_longibarbis,ant,1,"Smith et al., 2007; Johnson, 2015",250,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_magnacanthus,ant,1,"Smith et al., 2007; Johnson, 2015",162.5,"Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_marcusi,ant,1,"Johnson, 2015",450,"Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_maricopa,ant,1,"Frumhoff & Ward, 1992",400,"Weier et al., 1995",,1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_mayri,ant,1,"Smith et al., 2007; Johnson, 2015",603,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,"Pogonomyrmex - P. pronotalis. in Pol et al. (2008) = Pogonomyrmex mendozanus, as described by Cuezo & Claver (2009)",Pogonomyrmex_mendozanus,ant,1,"Smith et al., 2007; Johnson, 2015",615,"Behrmann et al., 2010","11,38",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_micans,ant,1,"Johnson, 2015",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_montanus,ant,1,"Smith et al., 2007; Johnson, 2015",1665,"Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_occidentalis,ant,1,"Smith et al., 2007; Johnson, 2015",2937,"Holldobler & Wilson, 1990; Lavigne, 1969","5,98",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_pima,ant,1,"Smith et al., 2007; Johnson, 2015",250.5,"Johnson et al., 2007","1,09","1,74",1,NA,NA,NA,,"Johnson, R. A., Holbrook, C. T., Strehl, C. & Gadau, J. 2007. Population and colony structure and morphometrics in the queen dimorphic harvester ant, Pogonomyrmex pima. Insect. Soc. 54: 77-86.",0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,"Pogonomyrmex - P. pronotalis. in Pol et al. (2008) = Pogonomyrmex mendozanus, as described by Cuezo & Claver (2009)",Pogonomyrmex_rastratus,ant,NA,,997,"Behrmann et al., 2010",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex - synonymous with Pogonomyrmex_owyheei,Pogonomyrmex_salinus,ant,1,"Smith et al., 2007; Johnson, 2015",2913.32,"Porter & Jorgensen, 1981; Gaglio et al., 1998",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_subnitidus,ant,1,"Smith et al., 2007; Johnson, 2015",5934,"Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_tenuispinus,ant,1,"Smith et al., 2007; Johnson, 2015",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Myrmicini,Pogonomyrmex,Pogonomyrmex_wheeleri,ant,1,"Smith et al., 2007; Johnson, 2015",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_australis,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",92.54,"Fjerdingstad & Crozier, 2006; Downes, 2015",,"3,8",1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_bicolor,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_debilis,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",325,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_dives,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",1.00E+06,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_furcata,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_gestroi,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",200,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_hodgsoni,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_illaudata,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",411.5,"Liefke et al., 1998",,1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_limbata,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"Wilson, 1959",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_muelleri,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_nigropilosa,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_omyrmex,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",60,"Wilson, 1959",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_proxima,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_schellerichae,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Polyrhachis,Polyrhachis_spinifera,ant,1,"Laciny et al., 2017; Oster & Wilson, 1978; Blanchard & Moreau, 2017",150,"Wilson, 1959",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Plectroctena,Ponera_coarctata,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Ponera,Ponera_exotica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Ponera,Ponera_pennsylvanica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",17.5,"Shik, 2008; Geraghty et al., 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Ponera,Ponera_testacea,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ectatomminae,Ectatommini,Poneracantha,Poneracantha_ingeborgae,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",15,"Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Plagiolepidini,Prenolepis,Prenolepis_imparis,ant,1,"Wilson, 1953",3287.02,"Holldobler & Wilson, 1990; Lynch et al., 1980; Kaspari & Vargo, 1995",,"4,14",1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Amblyoponinae,Amblyoponini,Prionopelta,Prionopelta_amabilis,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",377,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,"trophic eggs fed to queen ""ovaries are better developed in workers associated with the queen than in foragers"" ----- Holldobler, B. & Wilson, E. O. 1986. Ecology and behavior of the primitive cryptobiotic ant Prionopelta amabilis (Hymenoptera: Formicidae). Insectes Sociaux 33(1): 45-58.",NA,0,0,0,0,0
Formicidae,Amblyoponinae,Amblyoponini,Prionopelta,Prionopelta_opaca,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",20,"Wilson, 1959",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Stenammini,Proatta,Proatta_butteli,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",7750,"Holldobler & Wilson, 1990; Beckers et al., 1989",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Thaumatomyrmex,Probolomyrmex_boliviensis,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",29,"Taylor, 1965",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Proceratiinae,Probolomyrmecini,Probolomyrmex,Probolomyrmex_dammermani,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",13.8,"Ito, 1998",,NA,NA,NA,NA,NA,""" both workers and queens had only one ovariole per ovary, which is the lowest ovariole number for ant queens."" ---Ito, F. 1998. Colony composition and specialised predation on millipedes in the enigmatic ponerine ant genus Probolomyrmex (Hymenoptera, Formicidae). Insectes Sociaux 45(1): 79-83.",NA,0,0,0,0,0
Formicidae,Proceratiinae,Proceratiini,Discothyrea,Proceratium_crassicorne,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Proceratiinae,Proceratiini,Proceratium,Proceratium_croceum,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Proceratiinae,Proceratiini,Proceratium,Proceratium_goliath,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Proceratiinae,Proceratiini,Proceratium,Proceratium_pergandei,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",26.5,"Geraghty et al., 2007; King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Proceratiinae,Proceratiini,Proceratium,Proceratium_silaceum,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",28,"Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Cephalotini,Procryptocerus,Procryptocerus_batesi,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Cephalotini,Procryptocerus,Procryptocerus_mayri,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Cephalotini,Procryptocerus,Procryptocerus_scabriusculus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",62,"Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Formicini,Proformica,Proformica_epinotalis,ant,2,"Holldobler&Wilson, 1990",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
